SalePrice,LotFrontage,LotArea,Utilities,Neighborhood,YearBuilt,FullBath,HalfBath,BedroomAbvGr,GarageCars,GarageArea
144000,75.0,9525,AllPub,CollgCr,1995,1,1,3,1,352
130500,70.0,11767,AllPub,Edwards,1946,1,0,3,1,240
140000,,12155,AllPub,SWISU,1925,2,0,4,1,400
157500,60.0,10440,AllPub,OldTown,1904,2,0,3,2,686
174900,82.0,9020,AllPub,NAmes,1966,1,1,3,2,490
141000,80.0,8000,AllPub,NAmes,1961,2,0,6,0,0
153900,100.0,12665,AllPub,OldTown,1915,1,1,4,3,720
171000,,16647,AllPub,Sawyer,1975,2,0,3,2,611
213000,75.0,9317,AllPub,SawyerW,1993,2,1,3,2,425
133500,36.0,15523,AllPub,CollgCr,1972,1,0,3,1,338
240000,75.0,45600,AllPub,ClearCr,1908,3,0,5,2,360
187000,80.0,9600,AllPub,Veenker,1976,2,1,3,2,512
131500,36.0,4435,AllPub,CollgCr,2003,1,0,1,2,420
215000,,3196,AllPub,Blmngtn,2003,2,0,2,2,400
164000,53.0,7128,AllPub,Crawfor,1941,2,0,4,1,240
158000,,12095,AllPub,NAmes,1964,1,1,3,2,645
170000,102.0,17920,AllPub,Sawyer,1955,1,1,3,2,454
127000,,6897,AllPub,Sawyer,1962,1,1,3,1,260
147000,,10970,AllPub,CollgCr,1978,1,0,3,2,576
174000,65.0,8125,AllPub,Gilbert,1994,2,1,3,2,343
152000,80.0,10400,AllPub,NWAmes,1976,2,0,3,2,479
250000,,11029,AllPub,NWAmes,1968,2,1,4,2,619
189950,55.0,7642,AllPub,Crawfor,1918,1,1,3,1,216
131500,75.0,11625,AllPub,Sawyer,1965,1,1,3,2,504
152000,81.0,9672,AllPub,SawyerW,1984,2,0,3,2,480
132500,70.0,7931,AllPub,NAmes,1959,1,0,3,1,672
250580,72.0,8640,AllPub,Somerst,2007,2,0,3,2,529
148500,,8750,AllPub,NAmes,1970,1,0,3,2,902
248900,67.0,10656,AllPub,Timber,2006,2,0,3,3,870
129000,85.0,6970,AllPub,Sawyer,1961,1,1,3,2,544
169000,,14762,AllPub,Gilbert,1948,2,0,2,2,672
236000,80.0,9938,AllPub,SawyerW,1993,2,1,3,2,574
109500,60.0,6600,AllPub,NAmes,1962,1,0,2,1,308
200500,70.0,8750,AllPub,CollgCr,1998,2,1,3,2,523
116000,74.0,8892,AllPub,NAmes,1953,1,0,3,2,414
133000,60.0,12144,AllPub,NAmes,1949,1,0,3,1,288
66500,52.0,5720,AllPub,OldTown,1941,1,1,3,1,200
303477,75.0,9000,AllPub,Somerst,2007,2,1,4,2,550
132250,94.0,25286,AllPub,Mitchel,1963,1,0,3,2,648
350000,74.0,8834,AllPub,NridgHt,2004,2,1,4,3,738
148000,88.0,11782,AllPub,Sawyer,1961,1,0,3,2,576
136500,,7000,AllPub,CollgCr,1978,1,0,3,1,336
157000,60.0,7024,AllPub,Edwards,2005,1,1,2,2,450
187500,44.0,13758,AllPub,Timber,1990,2,1,3,2,400
178000,,9636,AllPub,Gilbert,1992,2,1,3,2,389
118500,60.0,6204,AllPub,SWISU,1912,1,0,5,1,440
100000,65.0,7150,AllPub,NAmes,1967,1,0,3,1,288
328900,50.0,5119,AllPub,Somerst,1999,2,0,2,2,506
145000,70.0,8393,AllPub,NAmes,1959,2,0,4,2,588
135500,59.0,16466,AllPub,Edwards,1955,1,1,3,1,300
268000,95.0,15865,AllPub,NAmes,1970,2,0,4,2,621
149500,128.0,12160,AllPub,NAmes,1953,1,0,2,2,505
122900,60.0,8064,AllPub,NAmes,1949,1,0,3,2,576
172500,70.0,11184,AllPub,Sawyer,1978,2,1,3,2,440
154500,70.0,8414,AllPub,Sawyer,1963,1,0,3,1,264
165000,,13284,AllPub,Sawyer,1954,1,0,3,1,354
118858,64.0,7018,AllPub,SawyerW,1979,2,0,4,2,400
140000,71.0,7056,AllPub,NAmes,1963,1,1,4,2,483
106500,50.0,8765,AllPub,IDOTRR,1936,1,0,2,1,327
142953,64.0,7018,AllPub,SawyerW,1979,2,0,6,2,528
611657,100.0,12919,AllPub,NridgHt,2009,2,1,2,3,820
135000,65.0,6993,AllPub,Sawyer,1961,1,0,3,1,288
110000,,7340,AllPub,NAmes,1971,1,0,2,1,684
153000,64.0,8712,AllPub,NAmes,1957,1,0,2,1,756
180000,63.0,7875,AllPub,Gilbert,2003,2,1,3,2,393
240000,50.0,14859,AllPub,Gilbert,2006,2,0,3,3,690
125500,,6173,AllPub,Sawyer,1967,1,0,3,1,288
128000,80.0,9920,AllPub,NAmes,1954,1,0,3,1,280
255000,116.0,13501,AllPub,Somerst,2006,2,0,3,3,865
250000,86.0,11500,AllPub,Crawfor,1936,1,1,3,1,180
131000,,8885,AllPub,Mitchel,1983,1,0,2,2,484
174000,149.0,12589,AllPub,Gilbert,2005,2,1,3,2,390
154300,80.0,11600,AllPub,NAmes,1960,2,0,5,2,480
143500,,9286,AllPub,CollgCr,1977,1,1,3,1,252
88000,51.0,6120,AllPub,BrkSide,1925,1,0,3,1,450
145000,82.0,6270,AllPub,Crawfor,1949,2,0,4,3,871
173733,30.0,3000,AllPub,Somerst,2009,2,1,2,2,528
75000,21.0,2001,AllPub,MeadowV,1970,1,1,3,1,286
35311,50.0,9000,AllPub,IDOTRR,1949,0,0,1,1,308
135000,,17140,AllPub,Edwards,1956,1,0,3,1,284
238000,103.0,13125,AllPub,SawyerW,1991,2,1,4,3,833
176500,87.0,11029,AllPub,NAmes,1958,1,0,3,2,601
201000,70.0,8462,AllPub,SawyerW,1994,2,1,3,2,471
145900,67.0,8777,AllPub,Edwards,1900,2,2,4,0,0
169990,65.0,10237,AllPub,Gilbert,2005,2,0,3,2,397
193000,50.0,8012,AllPub,SawyerW,1993,2,0,2,2,533
207500,79.0,10240,AllPub,NWAmes,1980,2,0,3,2,612
175000,,15611,AllPub,NWAmes,1977,2,0,3,2,540
285000,93.0,11999,AllPub,NridgHt,2003,2,1,4,3,656
176000,,9900,AllPub,NWAmes,1968,2,1,4,2,486
236500,,11838,AllPub,CollgCr,2001,2,0,3,2,522
222000,,13006,AllPub,Gilbert,1997,2,1,4,2,642
201000,73.0,8925,AllPub,Timber,2007,2,0,3,3,610
117500,70.0,9100,AllPub,NAmes,1965,1,0,2,1,429
320000,84.0,11670,AllPub,Somerst,2006,2,0,3,3,788
190000,63.0,8487,AllPub,CollgCr,2004,2,0,3,2,570
242000,313.0,27650,AllPub,NAmes,1960,2,0,4,2,505
79900,52.0,5825,AllPub,BrkSide,1926,1,0,1,2,528
184900,67.0,10083,AllPub,SawyerW,2003,2,0,2,2,555
253000,75.0,9675,AllPub,Somerst,2005,2,1,3,2,689
239799,73.0,8760,AllPub,CollgCr,2006,2,1,3,3,868
244400,,24090,AllPub,ClearCr,1940,2,0,4,1,349
150900,55.0,12640,AllPub,Mitchel,1976,2,0,4,2,574
214000,,8755,AllPub,Gilbert,1999,2,1,3,2,390
150000,42.0,7711,AllPub,Edwards,1977,2,0,4,0,0
143000,100.0,25000,AllPub,Mitchel,1967,2,0,4,2,576
137500,,14375,NoSeWa,Timber,1958,1,0,3,2,525
124900,98.0,8820,AllPub,OldTown,1890,1,0,2,2,456
143000,70.0,8163,AllPub,NAmes,1959,1,0,3,1,796
270000,85.0,14536,AllPub,Timber,2002,2,0,3,3,808
192500,65.0,14006,AllPub,CollgCr,2002,2,1,3,2,474
197500,78.0,9360,AllPub,NWAmes,1972,1,1,3,2,676
129000,60.0,7200,AllPub,NAmes,1950,1,0,3,2,720
119900,60.0,7800,AllPub,SawyerW,1965,1,0,3,1,300
133900,60.0,7200,AllPub,CollgCr,1972,1,0,2,1,396
172000,,11075,AllPub,Mitchel,1969,2,1,4,2,530
127500,35.0,9400,AllPub,Edwards,1975,2,0,4,0,0
145000,82.0,7136,AllPub,Crawfor,1946,2,0,4,2,492
124000,24.0,1300,AllPub,Blueste,1980,1,1,2,2,462
132000,70.0,7420,AllPub,Sawyer,1962,1,0,3,2,576
185000,65.0,8450,AllPub,CollgCr,2003,2,0,3,2,531
155000,24.0,2572,AllPub,Somerst,1999,2,1,3,2,484
116500,50.0,7207,AllPub,BrkSide,1958,1,0,2,0,0
272000,,12227,AllPub,NWAmes,1977,2,1,4,2,619
155000,24.0,2308,AllPub,NPkVill,1976,2,1,3,2,440
239000,122.0,11923,AllPub,CollgCr,2007,2,0,2,2,702
214900,80.0,11316,AllPub,Timber,2002,2,1,4,2,510
178900,65.0,10237,AllPub,Gilbert,2005,2,1,3,2,393
160000,130.0,9600,AllPub,Crawfor,1940,1,1,2,1,256
135000,,7390,AllPub,NAmes,1955,1,0,3,1,260
37900,50.0,5925,AllPub,OldTown,1910,1,0,2,0,0
140000,75.0,10382,AllPub,NAmes,1958,1,0,2,1,264
135000,60.0,10800,AllPub,NAmes,1949,1,1,4,0,0
173000,36.0,2268,AllPub,NridgHt,2003,2,0,2,2,474
99500,55.0,7892,AllPub,SawyerW,1979,2,0,2,1,264
182000,95.0,11639,AllPub,Somerst,2007,2,0,3,2,480
167500,60.0,11414,AllPub,BrkSide,1910,1,0,3,2,532
165000,,2651,AllPub,Somerst,2000,2,1,3,2,490
85500,51.0,5900,AllPub,BrkSide,1923,1,0,2,0,0
199900,35.0,4274,AllPub,Somerst,2006,1,1,1,2,569
110000,68.0,9450,AllPub,Edwards,1954,1,0,3,2,400
139000,80.0,8816,AllPub,Sawyer,1963,1,0,3,2,480
178400,,12122,AllPub,NAmes,1961,1,0,3,2,588
336000,98.0,12203,AllPub,NoRidge,1998,2,1,4,3,676
159895,43.0,3182,AllPub,Blmngtn,2007,2,0,2,2,388
255900,,11250,AllPub,CollgCr,2002,2,1,4,2,779
126000,75.0,10125,AllPub,Mitchel,1977,2,0,4,2,539
125000,68.0,10880,AllPub,Edwards,1950,1,0,3,1,240
117000,59.0,5310,AllPub,OldTown,1910,1,0,2,1,255
395192,83.0,10159,AllPub,NridgHt,2009,2,1,3,3,606
195000,,12046,AllPub,NWAmes,1976,2,1,4,2,551
197000,65.0,8125,AllPub,Somerst,2006,2,1,3,2,614
348000,82.0,9452,AllPub,NoRidge,1997,2,1,3,3,870
168000,121.0,17671,AllPub,OldTown,1882,1,1,4,2,424
187000,80.0,9760,AllPub,NAmes,1964,2,1,3,2,440
173900,68.0,8846,AllPub,CollgCr,2005,2,1,3,2,564
337500,96.0,12456,AllPub,NridgHt,2006,2,0,3,3,786
121600,51.0,4712,AllPub,BrkSide,1946,1,1,3,1,305
136500,,10659,AllPub,NAmes,1961,1,0,3,1,368
185000,,11717,AllPub,NWAmes,1970,2,0,2,2,615
91000,60.0,9786,AllPub,IDOTRR,1922,1,0,3,1,210
206000,64.0,6762,AllPub,CollgCr,2006,2,0,2,2,632
82000,74.0,10206,AllPub,Edwards,1952,1,0,2,2,528
86000,60.0,5400,AllPub,OldTown,1920,1,0,2,1,216
232000,75.0,11957,AllPub,Somerst,2006,2,0,3,3,824
136905,,11500,AllPub,NWAmes,1976,2,0,4,2,528
181000,43.0,3182,AllPub,Blmngtn,2005,2,0,1,2,457
149900,65.0,8385,AllPub,CollgCr,1977,2,0,3,1,328
163500,,12155,AllPub,NAmes,1970,2,0,3,2,484
88000,21.0,2217,AllPub,MeadowV,1970,1,1,3,1,286
240000,43.0,12118,AllPub,Mitchel,2004,2,0,3,2,550
102000,60.0,6000,AllPub,SWISU,1926,2,0,4,0,0
135000,115.0,21286,AllPub,Sawyer,1948,2,0,4,1,312
100000,75.0,9825,AllPub,Edwards,1965,2,0,4,0,0
165000,55.0,10592,AllPub,Crawfor,1923,1,1,3,1,180
85000,60.0,7200,AllPub,OldTown,1910,1,0,2,1,280
119200,60.0,11664,AllPub,NAmes,1948,1,0,2,1,240
227000,70.0,8400,AllPub,NWAmes,2001,2,1,3,2,528
203000,73.0,11883,AllPub,CollgCr,1996,2,0,3,2,478
187500,,5814,AllPub,StoneBr,1984,1,0,1,2,565
160000,,10784,AllPub,Gilbert,1991,2,1,3,2,402
213490,43.0,3013,AllPub,Blmngtn,2005,2,0,2,2,440
176000,60.0,7024,AllPub,Edwards,2005,1,1,2,2,451
194000,64.0,7406,AllPub,CollgCr,2006,2,0,2,2,632
87000,52.0,9439,AllPub,OldTown,1930,1,0,2,1,160
191000,43.0,3182,AllPub,Blmngtn,2005,2,0,2,2,437
287000,,15498,AllPub,Timber,1976,2,0,2,2,665
112500,70.0,7700,AllPub,CollgCr,1972,1,0,3,2,461
167500,73.0,9300,AllPub,NAmes,1960,1,0,3,2,461
293077,71.0,9520,AllPub,Timber,2007,2,0,3,3,800
105000,79.0,9492,AllPub,NAmes,1941,1,0,3,1,240
118000,21.0,1680,AllPub,BrDale,1972,1,1,3,1,264
160000,,7082,AllPub,SWISU,1916,2,0,5,0,0
197000,102.0,15863,AllPub,SWISU,1920,2,1,5,2,672
310000,,14541,AllPub,NoRidge,1993,2,1,5,3,796
230000,,8125,AllPub,CollgCr,2002,2,0,3,3,900
119750,50.0,6305,AllPub,Crawfor,1938,1,0,2,1,240
84000,,11500,AllPub,Edwards,1957,1,0,3,1,290
315500,89.0,12898,AllPub,Timber,2007,2,0,2,3,912
287000,,9240,AllPub,CollgCr,2001,2,1,3,2,905
97000,21.0,1533,AllPub,MeadowV,1970,1,1,3,0,0
80000,21.0,1477,AllPub,MeadowV,1970,1,0,1,1,286
155000,88.0,13125,AllPub,Sawyer,1957,2,0,3,2,484
173000,,9130,AllPub,NWAmes,1966,1,1,4,2,484
196000,34.0,5381,AllPub,NridgHt,2005,2,0,1,2,624
262280,86.0,11839,AllPub,SawyerW,1990,2,1,4,2,514
278000,80.0,9600,AllPub,NWAmes,1981,2,1,4,2,542
139600,,13680,AllPub,Edwards,1955,2,0,4,2,452
556581,85.0,16056,AllPub,StoneBr,2005,3,1,4,3,716
145000,57.0,9245,AllPub,CollgCr,1994,1,0,3,2,672
115000,100.0,21750,AllPub,Mitchel,1960,1,0,3,2,336
84900,60.0,11100,AllPub,Edwards,1946,1,0,2,1,308
176485,73.0,8993,AllPub,Gilbert,2007,2,0,3,2,436
200141,103.0,11175,AllPub,CollgCr,2007,2,0,3,2,440
165000,100.0,9500,AllPub,NAmes,1964,1,1,4,2,540
144500,68.0,8562,AllPub,Edwards,1957,1,0,4,1,364
255000,90.0,11367,AllPub,CollgCr,2002,2,1,3,2,586
180000,104.0,11361,AllPub,NWAmes,1976,2,0,3,2,478
185850,43.0,7052,AllPub,NridgHt,2005,2,0,2,2,484
248000,,29959,AllPub,NoRidge,1994,2,1,3,2,467
335000,96.0,11308,AllPub,NridgHt,2008,2,1,3,3,836
220000,,11275,AllPub,Crawfor,1932,1,1,3,2,432
213500,41.0,4920,AllPub,StoneBr,2001,2,0,2,2,582
81000,120.0,18000,AllPub,IDOTRR,1935,1,0,2,3,1248
90000,85.0,13600,AllPub,OldTown,1900,2,0,5,2,560
110500,50.0,6000,AllPub,OldTown,1925,1,0,2,2,440
154000,,11000,AllPub,NAmes,1966,1,1,3,2,480
328000,80.0,14000,AllPub,ClearCr,1996,2,1,3,2,533
178000,59.0,7837,AllPub,Gilbert,1993,2,1,3,2,380
167900,80.0,9760,AllPub,NAmes,1964,1,1,4,2,442
151400,42.0,3964,AllPub,MeadowV,1973,2,1,5,2,576
135000,60.0,9600,AllPub,NAmes,1949,1,0,2,2,576
135000,72.0,10152,AllPub,NAmes,1956,1,0,3,1,286
154000,78.0,11700,AllPub,NWAmes,1968,1,1,4,2,441
91500,50.0,7585,AllPub,Edwards,1948,1,0,4,1,280
159500,75.0,7950,AllPub,Edwards,1977,1,1,3,2,440
194000,74.0,8556,AllPub,CollgCr,2006,2,0,2,3,826
219500,75.0,13125,AllPub,Crawfor,1940,1,1,3,1,240
170000,60.0,10800,AllPub,OldTown,1936,2,0,3,2,566
138800,,15870,AllPub,NAmes,1969,1,0,3,1,299
155900,37.0,4435,AllPub,CollgCr,2004,1,0,1,2,420
126000,65.0,8775,AllPub,CollgCr,1994,1,0,3,1,299
145000,80.0,11040,AllPub,NWAmes,1971,2,0,3,2,528
133000,75.0,7500,AllPub,Sawyer,1963,1,1,3,1,308
192000,70.0,8749,AllPub,CollgCr,2002,2,0,3,2,527
160000,80.0,8800,AllPub,NAmes,1964,1,0,3,1,461
187500,,13031,AllPub,Gilbert,1995,2,1,3,2,409
147000,73.0,9069,AllPub,SawyerW,1992,1,0,2,2,564
83500,,1974,AllPub,MeadowV,1973,1,1,3,1,286
252000,85.0,10574,AllPub,Somerst,2005,2,1,3,3,1043
137500,24.0,2522,AllPub,Edwards,2004,2,0,3,2,380
197000,37.0,3316,AllPub,Somerst,2005,1,1,1,2,550
92900,60.0,8544,AllPub,NAmes,1950,2,0,2,2,400
160000,24.0,2160,AllPub,Somerst,1999,2,1,2,2,462
136500,60.0,8400,AllPub,SWISU,1925,2,0,4,2,576
146000,71.0,9230,AllPub,NAmes,1965,1,1,1,2,884
129000,74.0,5868,AllPub,NAmes,1956,1,0,2,1,308
176432,78.0,9317,AllPub,CollgCr,2006,2,0,3,2,440
127000,60.0,6882,AllPub,IDOTRR,1914,1,1,3,0,0
170000,,3696,AllPub,StoneBr,1986,1,1,2,2,461
128000,50.0,6000,AllPub,BrkSide,1936,1,0,3,1,240
157000,82.0,11880,AllPub,NWAmes,1978,2,0,3,2,478
60000,60.0,8400,AllPub,SWISU,1920,1,0,1,1,246
119500,61.0,9758,AllPub,NAmes,1971,1,0,3,1,280
135000,70.0,7000,AllPub,NAmes,1960,1,0,2,1,254
159500,79.0,8910,AllPub,NAmes,1959,1,0,3,2,539
106000,24.0,2016,AllPub,BrDale,1970,2,1,3,2,440
325000,98.0,12256,AllPub,NoRidge,1994,2,1,3,2,712
179900,114.0,10357,AllPub,SawyerW,1990,2,0,3,2,719
274725,168.0,23257,AllPub,Gilbert,2006,2,1,3,2,422
181000,,8063,AllPub,Gilbert,2000,2,1,3,2,463
280000,107.0,11362,AllPub,NridgHt,2004,2,0,3,3,862
188000,,8000,AllPub,Gilbert,1995,2,1,3,2,431
205000,80.0,10480,AllPub,NWAmes,1976,2,1,4,2,483
129900,73.0,7100,AllPub,NAmes,1957,1,0,2,1,308
134500,66.0,8923,AllPub,NAmes,1953,1,0,2,1,240
117000,90.0,5400,AllPub,OldTown,1954,1,0,2,1,326
318000,93.0,12085,AllPub,NridgHt,2007,2,0,3,3,928
184100,,7750,AllPub,Gilbert,2002,2,1,3,2,527
130000,57.0,9764,AllPub,Sawyer,1967,1,0,3,2,450
140000,85.0,13825,AllPub,Sawyer,1958,1,0,3,1,300
133700,70.0,7560,AllPub,NAmes,1959,1,0,3,1,286
118400,59.0,8263,AllPub,IDOTRR,1920,1,0,2,1,308
212900,84.0,10084,AllPub,CollgCr,2005,2,0,3,3,782
112000,,8926,AllPub,Edwards,1956,1,0,3,1,288
118000,50.0,9405,AllPub,Edwards,1947,1,0,2,0,0
163900,,9125,AllPub,Gilbert,1992,2,1,3,2,392
115000,60.0,10434,AllPub,NAmes,1955,1,0,2,2,672
174000,53.0,3684,AllPub,Blmngtn,2007,2,0,2,3,660
259000,182.0,14572,AllPub,Gilbert,2004,2,0,3,3,630
215000,59.0,11796,AllPub,Gilbert,2004,2,1,4,2,434
140000,60.0,7200,AllPub,OldTown,1980,1,0,2,2,672
135000,65.0,7804,AllPub,SWISU,1928,2,0,4,2,576
93500,63.0,10712,AllPub,Mitchel,1991,1,0,3,0,0
117500,90.0,9900,AllPub,OldTown,1880,2,0,5,1,205
239500,80.0,9828,AllPub,SawyerW,1995,2,1,3,2,466
169000,57.0,8773,AllPub,Gilbert,1997,2,1,3,2,460
102000,60.0,6180,AllPub,BrkSide,1926,1,0,2,1,180
119000,80.0,9600,AllPub,NAmes,1950,1,0,3,1,288
94000,54.0,6342,AllPub,Sawyer,1875,1,0,2,0,0
196000,,9819,AllPub,Mitchel,1977,2,0,2,2,714
144000,98.0,8731,AllPub,BrkSide,1920,1,0,3,2,495
139000,60.0,7350,AllPub,NAmes,1951,1,0,2,2,840
197500,,10304,AllPub,NWAmes,1976,2,1,4,2,484
424870,77.0,9965,AllPub,CollgCr,2006,3,0,4,3,1052
80000,,9000,AllPub,Sawyer,1959,1,0,3,0,0
80000,60.0,12180,AllPub,Edwards,1941,1,0,2,1,280
149000,52.0,6240,AllPub,BrkSide,1928,1,0,3,1,225
180000,,11200,AllPub,SawyerW,1985,2,0,3,2,403
174500,75.0,12000,AllPub,Crawfor,1941,1,1,3,1,234
116900,,5700,AllPub,OldTown,1926,1,0,2,1,288
143000,50.0,9000,AllPub,OldTown,1920,1,0,3,2,324
124000,57.0,8280,AllPub,NAmes,1950,1,0,2,1,306
149900,134.0,17755,AllPub,Edwards,1959,1,1,3,2,528
230000,90.0,14115,AllPub,Crawfor,1956,1,0,2,2,470
120500,,5890,AllPub,IDOTRR,1930,1,0,2,1,432
201800,,13700,AllPub,NAmes,1965,1,2,4,2,492
218000,90.0,10768,AllPub,Veenker,1976,2,0,3,2,528
179900,85.0,9350,AllPub,NAmes,1965,2,0,3,2,502
230000,34.0,5001,AllPub,NridgHt,2007,2,0,2,2,626
235128,92.0,11932,AllPub,Somerst,2007,2,0,3,3,830
185000,76.0,9120,AllPub,NWAmes,1974,2,1,4,2,540
146000,24.0,2280,AllPub,NPkVill,1978,2,1,3,2,440
224000,,14778,AllPub,Crawfor,1954,1,0,3,2,924
129000,109.0,8724,AllPub,Sawyer,1968,1,0,3,2,450
108959,60.0,12900,AllPub,Sawyer,1969,0,2,0,2,400
194000,,16157,AllPub,Veenker,1978,1,1,2,2,588
233170,79.0,9541,AllPub,NridgHt,2009,2,0,3,2,644
245350,64.0,10475,AllPub,CollgCr,2008,2,0,3,3,776
173000,58.0,10852,AllPub,Gilbert,2000,2,1,3,2,472
235000,120.0,13728,AllPub,Edwards,1935,2,0,4,2,540
625000,118.0,35760,AllPub,NoRidge,1995,3,1,4,3,807
171000,76.0,9880,AllPub,Mitchel,1977,1,0,3,1,358
163000,76.0,9120,AllPub,NAmes,1958,1,0,3,2,433
171900,35.0,4017,AllPub,Somerst,2006,2,1,2,2,625
200500,138.0,18030,AllPub,ClearCr,1946,3,0,3,0,0
239000,80.0,16560,AllPub,Crawfor,1932,2,1,4,2,360
285000,85.0,10678,AllPub,NoRidge,1992,2,1,4,2,541
119500,37.0,6951,AllPub,Mitchel,1984,1,0,3,1,264
115000,,3950,AllPub,OldTown,1926,1,0,3,1,210
154900,54.0,7681,AllPub,Crawfor,1921,1,1,3,1,186
93000,77.0,8335,AllPub,Edwards,1954,1,0,3,0,0
250000,,11170,AllPub,Timber,1990,2,1,4,2,693
392500,64.0,5587,AllPub,Crawfor,2008,2,0,2,2,482
745000,160.0,15623,AllPub,NoRidge,1996,3,1,4,3,813
120000,60.0,10800,AllPub,OldTown,1920,1,0,2,2,720
186700,50.0,35133,AllPub,Timber,1963,1,1,3,3,995
104900,60.0,9738,AllPub,Edwards,1924,1,0,4,1,392
95000,107.0,10615,AllPub,OldTown,1900,2,0,3,2,420
262000,89.0,12461,AllPub,NoRidge,1994,2,0,2,3,757
195000,68.0,8935,AllPub,CollgCr,2002,2,1,3,2,493
189000,60.0,7500,AllPub,Gilbert,1999,2,1,3,2,442
168000,,32463,AllPub,Mitchel,1961,1,0,3,4,1356
174000,24.0,2645,AllPub,Somerst,1999,2,1,2,2,492
125000,60.0,9600,AllPub,OldTown,1925,1,0,3,1,250
165000,,4500,AllPub,Mitchel,1999,2,0,2,2,402
158000,80.0,9364,AllPub,Sawyer,1969,1,1,4,1,299
176000,51.0,8029,AllPub,Gilbert,2005,2,1,3,2,400
219210,58.0,14054,AllPub,Gilbert,2006,2,1,4,3,660
144000,65.0,8850,AllPub,OldTown,1916,1,0,3,1,225
178000,70.0,9100,AllPub,CollgCr,2001,2,0,3,2,573
148000,75.0,11235,AllPub,Sawyer,1963,1,1,3,2,459
116050,71.0,9353,AllPub,NAmes,1970,1,0,3,1,280
197900,80.0,10400,AllPub,CollgCr,1998,2,1,3,2,546
117000,50.0,6000,AllPub,BrkSide,1925,1,0,3,1,216
213000,75.0,9750,AllPub,CollgCr,2000,2,0,3,2,451
153500,78.0,10140,AllPub,NWAmes,1975,1,1,3,2,495
271900,90.0,14684,AllPub,SawyerW,1990,2,0,3,3,701
107000,,8900,AllPub,SawyerW,1966,1,0,2,1,384
200000,70.0,9135,AllPub,CollgCr,2003,2,0,3,2,544
140000,70.0,7763,AllPub,NAmes,1962,1,0,3,2,506
290000,85.0,10182,AllPub,Somerst,2006,2,0,3,2,500
189000,70.0,11218,AllPub,SawyerW,1992,2,1,3,2,462
164000,152.0,12134,AllPub,Gilbert,1988,2,0,4,2,492
113000,50.0,9340,AllPub,Edwards,1941,1,0,2,1,234
145000,,10246,AllPub,Sawyer,1965,0,0,0,1,364
134500,69.0,10205,AllPub,NAmes,1962,1,0,3,1,300
125000,99.0,7094,AllPub,Sawyer,1966,1,0,3,1,384
112000,68.0,8930,AllPub,Sawyer,1978,2,0,4,2,539
229456,72.0,8640,AllPub,Somerst,2009,2,0,3,2,552
80500,52.0,6240,AllPub,BrkSide,1947,1,0,2,0,0
91500,21.0,1680,AllPub,BrDale,1971,1,1,3,0,0
115000,66.0,7800,AllPub,NAmes,1964,1,0,2,1,288
134000,55.0,8250,AllPub,Sawyer,1968,1,0,3,1,322
143000,78.0,10496,AllPub,NAmes,1949,2,0,3,1,315
137900,89.0,10680,AllPub,NAmes,1951,2,0,4,2,528
184000,60.0,15384,AllPub,Gilbert,2004,2,1,3,2,388
145000,65.0,10482,AllPub,NAmes,1958,1,0,3,1,264
214000,86.0,14598,AllPub,Somerst,2007,2,1,4,3,668
147000,72.0,8872,AllPub,NAmes,1965,1,0,2,2,576
367294,65.0,8769,AllPub,NridgHt,2008,1,1,1,3,1052
127000,70.0,7910,AllPub,NAmes,1960,2,0,4,1,404
190000,,18890,AllPub,Sawyer,1977,2,2,4,2,600
132500,70.0,7728,AllPub,NAmes,1962,1,0,3,2,540
101800,70.0,9842,AllPub,NAmes,1962,2,0,2,2,462
142000,,12160,AllPub,NAmes,1959,1,0,3,2,531
130000,55.0,8525,AllPub,SWISU,1911,1,1,4,0,0
138887,96.0,13132,AllPub,Crawfor,1914,1,1,4,1,180
175500,36.0,2628,AllPub,NridgHt,2003,2,1,2,2,474
195000,41.0,12393,AllPub,CollgCr,2004,2,1,4,2,434
142500,63.0,13072,AllPub,SawyerW,2005,1,1,3,2,484
265900,64.0,9037,AllPub,Timber,2006,2,0,2,2,472
224900,65.0,8158,AllPub,CollgCr,2003,2,1,3,2,543
248328,83.0,9849,AllPub,Somerst,2007,2,0,3,3,954
170000,85.0,10625,AllPub,NWAmes,1974,2,0,3,2,528
465000,107.0,13891,AllPub,NridgHt,2006,2,1,2,3,850
230000,,11435,AllPub,Crawfor,1929,1,0,3,2,400
178000,78.0,12090,AllPub,NWAmes,1984,3,1,3,2,477
186500,65.0,8125,AllPub,Somerst,2005,2,1,3,2,615
169900,,12328,AllPub,Mitchel,1976,1,0,3,3,888
129500,60.0,9600,AllPub,OldTown,1917,1,1,3,2,396
119000,60.0,7200,AllPub,NAmes,1950,1,0,3,1,276
244000,93.0,11160,AllPub,NAmes,1968,2,1,3,2,522
171750,,3136,AllPub,NridgHt,2003,2,0,2,2,478
130000,62.0,9858,AllPub,Mitchel,1968,1,0,3,1,288
294000,,17542,AllPub,Veenker,1974,2,1,3,2,518
165400,60.0,6931,AllPub,Edwards,2003,2,1,3,2,397
127500,52.0,6240,AllPub,BrkSide,1931,1,0,3,1,560
301500,91.0,14303,AllPub,NoRidge,1994,2,0,2,2,691
99900,56.0,4060,AllPub,Edwards,1922,1,0,2,0,0
190000,59.0,9587,AllPub,Gilbert,2005,2,0,2,2,400
