Date,family,sales,onpromotion
05/02/2015,GROCERY II,28,0
05/02/2015,HARDWARE,1,0
05/02/2015,HOME AND KITCHEN I,19,0
05/02/2015,HOME AND KITCHEN II,36,0
05/02/2015,HOME APPLIANCES,0,0
05/02/2015,HOME CARE,0,0
05/02/2015,LADIESWEAR,0,0
05/02/2015,LAWN AND GARDEN,15,0
05/02/2015,LINGERIE,4,0
05/02/2015,"LIQUOR,WINE,BEER",119,0
05/02/2015,MAGAZINES,0,0
05/02/2015,MEATS,271.209,0
05/02/2015,PERSONAL CARE,150,0
05/02/2015,PET SUPPLIES,0,0
05/02/2015,PLAYERS AND ELECTRONICS,0,0
05/02/2015,POULTRY,236.14099,0
05/02/2015,PREPARED FOODS,85.298996,0
05/02/2015,PRODUCE,4,0
05/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
05/02/2015,SEAFOOD,19.927,0
06/02/2015,AUTOMOTIVE,0,0
06/02/2015,BABY CARE,0,0
06/02/2015,BEAUTY,0,0
06/02/2015,BEVERAGES,1164,1
06/02/2015,BOOKS,0,0
06/02/2015,BREAD/BAKERY,389.029,1
06/02/2015,CELEBRATION,0,0
06/02/2015,CLEANING,871,2
06/02/2015,DAIRY,603,5
06/02/2015,DELI,175.516,49
06/02/2015,EGGS,172,27
06/02/2015,FROZEN FOODS,134,2
06/02/2015,GROCERY I,2392,14
06/02/2015,GROCERY II,29,0
06/02/2015,HARDWARE,0,0
06/02/2015,HOME AND KITCHEN I,7,0
06/02/2015,HOME AND KITCHEN II,12,0
06/02/2015,HOME APPLIANCES,1,0
06/02/2015,HOME CARE,0,0
06/02/2015,LADIESWEAR,0,0
06/02/2015,LAWN AND GARDEN,6,0
06/02/2015,LINGERIE,3,0
06/02/2015,"LIQUOR,WINE,BEER",192,0
06/02/2015,MAGAZINES,0,0
06/02/2015,MEATS,611.388,43
06/02/2015,PERSONAL CARE,142,1
06/02/2015,PET SUPPLIES,0,0
06/02/2015,PLAYERS AND ELECTRONICS,0,0
06/02/2015,POULTRY,410.985,31
06/02/2015,PREPARED FOODS,147.373,1
06/02/2015,PRODUCE,10,0
06/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
06/02/2015,SEAFOOD,46.996,6
07/02/2015,AUTOMOTIVE,7,0
07/02/2015,BABY CARE,0,0
07/02/2015,BEAUTY,2,0
07/02/2015,BEVERAGES,1132,1
07/02/2015,BOOKS,0,0
07/02/2015,BREAD/BAKERY,345.173,0
07/02/2015,CELEBRATION,0,0
07/02/2015,CLEANING,675,3
07/02/2015,DAIRY,662,10
07/02/2015,DELI,153.128,1
07/02/2015,EGGS,167,0
07/02/2015,FROZEN FOODS,156,2
07/02/2015,GROCERY I,2266,4
07/02/2015,GROCERY II,15,0
07/02/2015,HARDWARE,2,0
07/02/2015,HOME AND KITCHEN I,19,0
07/02/2015,HOME AND KITCHEN II,12,0
07/02/2015,HOME APPLIANCES,0,0
07/02/2015,HOME CARE,0,0
07/02/2015,LADIESWEAR,0,0
07/02/2015,LAWN AND GARDEN,10,0
07/02/2015,LINGERIE,11,0
07/02/2015,"LIQUOR,WINE,BEER",155,0
07/02/2015,MAGAZINES,0,0
07/02/2015,MEATS,304.23898,1
07/02/2015,PERSONAL CARE,171,0
07/02/2015,PET SUPPLIES,0,0
07/02/2015,PLAYERS AND ELECTRONICS,0,0
07/02/2015,POULTRY,347.383,1
07/02/2015,PREPARED FOODS,110.943,0
07/02/2015,PRODUCE,10,0
07/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
07/02/2015,SEAFOOD,28.465,1
08/02/2015,AUTOMOTIVE,4,0
08/02/2015,BABY CARE,0,0
08/02/2015,BEAUTY,1,0
08/02/2015,BEVERAGES,469,1
08/02/2015,BOOKS,0,0
08/02/2015,BREAD/BAKERY,168.892,0
08/02/2015,CELEBRATION,0,0
08/02/2015,CLEANING,273,3
08/02/2015,DAIRY,379,3
08/02/2015,DELI,60.984,0
08/02/2015,EGGS,102,1
08/02/2015,FROZEN FOODS,48,0
08/02/2015,GROCERY I,1049,0
08/02/2015,GROCERY II,19,0
08/02/2015,HARDWARE,0,0
08/02/2015,HOME AND KITCHEN I,2,0
08/02/2015,HOME AND KITCHEN II,5,0
08/02/2015,HOME APPLIANCES,0,0
08/02/2015,HOME CARE,0,0
08/02/2015,LADIESWEAR,0,0
08/02/2015,LAWN AND GARDEN,5,0
08/02/2015,LINGERIE,1,0
08/02/2015,"LIQUOR,WINE,BEER",0,0
08/02/2015,MAGAZINES,0,0
08/02/2015,MEATS,118.649,0
08/02/2015,PERSONAL CARE,99,0
08/02/2015,PET SUPPLIES,0,0
08/02/2015,PLAYERS AND ELECTRONICS,0,0
08/02/2015,POULTRY,170.247,0
08/02/2015,PREPARED FOODS,31,0
08/02/2015,PRODUCE,17,0
08/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
08/02/2015,SEAFOOD,12.516,0
09/02/2015,AUTOMOTIVE,7,0
09/02/2015,BABY CARE,0,0
09/02/2015,BEAUTY,1,0
09/02/2015,BEVERAGES,967,1
09/02/2015,BOOKS,0,0
09/02/2015,BREAD/BAKERY,374.354,0
09/02/2015,CELEBRATION,0,0
09/02/2015,CLEANING,795,3
09/02/2015,DAIRY,651,3
09/02/2015,DELI,181.165,0
09/02/2015,EGGS,168,1
09/02/2015,FROZEN FOODS,87,0
09/02/2015,GROCERY I,2328,3
09/02/2015,GROCERY II,21,0
09/02/2015,HARDWARE,0,0
09/02/2015,HOME AND KITCHEN I,15,0
09/02/2015,HOME AND KITCHEN II,18,0
09/02/2015,HOME APPLIANCES,2,0
09/02/2015,HOME CARE,0,0
09/02/2015,LADIESWEAR,0,0
09/02/2015,LAWN AND GARDEN,4,0
09/02/2015,LINGERIE,12,0
09/02/2015,"LIQUOR,WINE,BEER",79,0
09/02/2015,MAGAZINES,0,0
09/02/2015,MEATS,268.90698,0
09/02/2015,PERSONAL CARE,154,0
09/02/2015,PET SUPPLIES,0,0
09/02/2015,PLAYERS AND ELECTRONICS,0,0
09/02/2015,POULTRY,316.37,0
09/02/2015,PREPARED FOODS,81.81,0
09/02/2015,PRODUCE,1,0
09/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
09/02/2015,SEAFOOD,25.743,0
10/02/2015,AUTOMOTIVE,4,0
10/02/2015,BABY CARE,0,0
10/02/2015,BEAUTY,5,1
10/02/2015,BEVERAGES,971,2
10/02/2015,BOOKS,0,0
10/02/2015,BREAD/BAKERY,406.623,0
10/02/2015,CELEBRATION,0,0
10/02/2015,CLEANING,797,5
10/02/2015,DAIRY,697,2
10/02/2015,DELI,146.062,0
10/02/2015,EGGS,128,0
10/02/2015,FROZEN FOODS,136,1
10/02/2015,GROCERY I,2382,3
10/02/2015,GROCERY II,42,0
10/02/2015,HARDWARE,1,0
10/02/2015,HOME AND KITCHEN I,17,0
10/02/2015,HOME AND KITCHEN II,35,0
10/02/2015,HOME APPLIANCES,2,0
10/02/2015,HOME CARE,0,0
10/02/2015,LADIESWEAR,0,0
10/02/2015,LAWN AND GARDEN,12,0
10/02/2015,LINGERIE,9,0
10/02/2015,"LIQUOR,WINE,BEER",132,0
10/02/2015,MAGAZINES,0,0
10/02/2015,MEATS,351.462,1
10/02/2015,PERSONAL CARE,168,0
10/02/2015,PET SUPPLIES,0,0
10/02/2015,PLAYERS AND ELECTRONICS,0,0
10/02/2015,POULTRY,241.095,2
10/02/2015,PREPARED FOODS,111.196,0
10/02/2015,PRODUCE,2,0
10/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
10/02/2015,SEAFOOD,33.985,0
11/02/2015,AUTOMOTIVE,2,0
11/02/2015,BABY CARE,0,0
11/02/2015,BEAUTY,4,0
11/02/2015,BEVERAGES,940,1
11/02/2015,BOOKS,0,0
11/02/2015,BREAD/BAKERY,383.372,1
11/02/2015,CELEBRATION,0,0
11/02/2015,CLEANING,739,5
11/02/2015,DAIRY,647,3
11/02/2015,DELI,173.735,1
11/02/2015,EGGS,152,1
11/02/2015,FROZEN FOODS,129,1
11/02/2015,GROCERY I,2447,4
11/02/2015,GROCERY II,25,0
11/02/2015,HARDWARE,1,0
11/02/2015,HOME AND KITCHEN I,15,0
11/02/2015,HOME AND KITCHEN II,9,0
11/02/2015,HOME APPLIANCES,0,0
11/02/2015,HOME CARE,0,0
11/02/2015,LADIESWEAR,0,0
11/02/2015,LAWN AND GARDEN,13,2
11/02/2015,LINGERIE,3,0
11/02/2015,"LIQUOR,WINE,BEER",118,0
11/02/2015,MAGAZINES,0,0
11/02/2015,MEATS,332.305,0
11/02/2015,PERSONAL CARE,166,0
11/02/2015,PET SUPPLIES,0,0
11/02/2015,PLAYERS AND ELECTRONICS,0,0
11/02/2015,POULTRY,318.017,0
11/02/2015,PREPARED FOODS,65.801,0
11/02/2015,PRODUCE,1,1
11/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
11/02/2015,SEAFOOD,34.138,0
12/02/2015,AUTOMOTIVE,1,0
12/02/2015,BABY CARE,0,0
12/02/2015,BEAUTY,1,0
12/02/2015,BEVERAGES,882,1
12/02/2015,BOOKS,0,0
12/02/2015,BREAD/BAKERY,396.43,0
12/02/2015,CELEBRATION,0,0
12/02/2015,CLEANING,571,2
12/02/2015,DAIRY,566,2
12/02/2015,DELI,118.55,0
12/02/2015,EGGS,137,0
12/02/2015,FROZEN FOODS,118.835,1
12/02/2015,GROCERY I,2193,3
12/02/2015,GROCERY II,112,0
12/02/2015,HARDWARE,3,0
12/02/2015,HOME AND KITCHEN I,31,0
12/02/2015,HOME AND KITCHEN II,4,0
12/02/2015,HOME APPLIANCES,0,0
12/02/2015,HOME CARE,0,0
12/02/2015,LADIESWEAR,0,0
12/02/2015,LAWN AND GARDEN,10,0
12/02/2015,LINGERIE,10,0
12/02/2015,"LIQUOR,WINE,BEER",111,0
12/02/2015,MAGAZINES,0,0
12/02/2015,MEATS,296.194,0
12/02/2015,PERSONAL CARE,142,0
12/02/2015,PET SUPPLIES,0,0
12/02/2015,PLAYERS AND ELECTRONICS,0,0
12/02/2015,POULTRY,231.119,0
12/02/2015,PREPARED FOODS,99.492,0
12/02/2015,PRODUCE,2,0
12/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
12/02/2015,SEAFOOD,19.408,0
13/02/2015,AUTOMOTIVE,6,0
13/02/2015,BABY CARE,0,0
13/02/2015,BEAUTY,3,0
13/02/2015,BEVERAGES,1089,2
13/02/2015,BOOKS,0,0
13/02/2015,BREAD/BAKERY,347.637,0
13/02/2015,CELEBRATION,0,0
13/02/2015,CLEANING,762,6
13/02/2015,DAIRY,668,3
13/02/2015,DELI,171.251,48
13/02/2015,EGGS,175,24
13/02/2015,FROZEN FOODS,122,0
13/02/2015,GROCERY I,2353,3
13/02/2015,GROCERY II,33,0
13/02/2015,HARDWARE,1,0
13/02/2015,HOME AND KITCHEN I,27,0
13/02/2015,HOME AND KITCHEN II,5,0
13/02/2015,HOME APPLIANCES,1,0
13/02/2015,HOME CARE,0,0
13/02/2015,LADIESWEAR,0,0
13/02/2015,LAWN AND GARDEN,27,0
13/02/2015,LINGERIE,5,0
13/02/2015,"LIQUOR,WINE,BEER",219,0
13/02/2015,MAGAZINES,0,0
13/02/2015,MEATS,640.65497,42
13/02/2015,PERSONAL CARE,142,0
13/02/2015,PET SUPPLIES,0,0
13/02/2015,PLAYERS AND ELECTRONICS,0,0
13/02/2015,POULTRY,404.37302,30
13/02/2015,PREPARED FOODS,87.651,1
13/02/2015,PRODUCE,5,0
13/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
13/02/2015,SEAFOOD,29.383999,5
14/02/2015,AUTOMOTIVE,1,0
14/02/2015,BABY CARE,0,0
14/02/2015,BEAUTY,2,1
14/02/2015,BEVERAGES,890,1
14/02/2015,BOOKS,0,0
14/02/2015,BREAD/BAKERY,362.009,0
14/02/2015,CELEBRATION,0,0
14/02/2015,CLEANING,524,3
14/02/2015,DAIRY,506,2
14/02/2015,DELI,135.464,1
14/02/2015,EGGS,122,1
14/02/2015,FROZEN FOODS,107,1
14/02/2015,GROCERY I,1642,1
14/02/2015,GROCERY II,23,0
14/02/2015,HARDWARE,1,0
14/02/2015,HOME AND KITCHEN I,45,0
14/02/2015,HOME AND KITCHEN II,15,0
14/02/2015,HOME APPLIANCES,1,0
14/02/2015,HOME CARE,0,0
14/02/2015,LADIESWEAR,0,0
14/02/2015,LAWN AND GARDEN,18,0
14/02/2015,LINGERIE,6,0
14/02/2015,"LIQUOR,WINE,BEER",171,0
14/02/2015,MAGAZINES,0,0
14/02/2015,MEATS,397.398,0
14/02/2015,PERSONAL CARE,155,0
14/02/2015,PET SUPPLIES,0,0
14/02/2015,PLAYERS AND ELECTRONICS,0,0
14/02/2015,POULTRY,219.707,0
14/02/2015,PREPARED FOODS,52.846,0
14/02/2015,PRODUCE,2,0
14/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
14/02/2015,SEAFOOD,21.477,0
15/02/2015,AUTOMOTIVE,1,0
15/02/2015,BABY CARE,0,0
15/02/2015,BEAUTY,0,0
15/02/2015,BEVERAGES,325,1
15/02/2015,BOOKS,0,0
15/02/2015,BREAD/BAKERY,106.43,0
15/02/2015,CELEBRATION,0,0
15/02/2015,CLEANING,185,2
15/02/2015,DAIRY,205,2
15/02/2015,DELI,29.73,0
15/02/2015,EGGS,51,0
15/02/2015,FROZEN FOODS,37,0
15/02/2015,GROCERY I,670,2
15/02/2015,GROCERY II,3,0
15/02/2015,HARDWARE,1,0
15/02/2015,HOME AND KITCHEN I,16,0
15/02/2015,HOME AND KITCHEN II,4,0
15/02/2015,HOME APPLIANCES,1,0
15/02/2015,HOME CARE,0,0
15/02/2015,LADIESWEAR,0,0
15/02/2015,LAWN AND GARDEN,2,0
15/02/2015,LINGERIE,0,0
15/02/2015,"LIQUOR,WINE,BEER",36,0
15/02/2015,MAGAZINES,0,0
15/02/2015,MEATS,80.751,0
15/02/2015,PERSONAL CARE,47,0
15/02/2015,PET SUPPLIES,0,0
15/02/2015,PLAYERS AND ELECTRONICS,0,0
15/02/2015,POULTRY,90.542,0
15/02/2015,PREPARED FOODS,25,0
15/02/2015,PRODUCE,7,0
15/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
15/02/2015,SEAFOOD,3.288,0
16/02/2015,AUTOMOTIVE,0,0
16/02/2015,BABY CARE,0,0
16/02/2015,BEAUTY,0,0
16/02/2015,BEVERAGES,397,1
16/02/2015,BOOKS,0,0
16/02/2015,BREAD/BAKERY,100.164,0
16/02/2015,CELEBRATION,0,0
16/02/2015,CLEANING,218,2
16/02/2015,DAIRY,205,1
16/02/2015,DELI,43.83,0
16/02/2015,EGGS,62,0
16/02/2015,FROZEN FOODS,22,0
16/02/2015,GROCERY I,616,1
16/02/2015,GROCERY II,10,0
16/02/2015,HARDWARE,0,0
16/02/2015,HOME AND KITCHEN I,15,0
16/02/2015,HOME AND KITCHEN II,2,0
16/02/2015,HOME APPLIANCES,0,0
16/02/2015,HOME CARE,0,0
16/02/2015,LADIESWEAR,0,0
16/02/2015,LAWN AND GARDEN,5,0
16/02/2015,LINGERIE,3,0
16/02/2015,"LIQUOR,WINE,BEER",93,0
16/02/2015,MAGAZINES,0,0
16/02/2015,MEATS,76.932,0
16/02/2015,PERSONAL CARE,38,0
16/02/2015,PET SUPPLIES,0,0
16/02/2015,PLAYERS AND ELECTRONICS,0,0
16/02/2015,POULTRY,112.325,0
16/02/2015,PREPARED FOODS,18,0
16/02/2015,PRODUCE,4,0
16/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
16/02/2015,SEAFOOD,12.271,0
17/02/2015,AUTOMOTIVE,1,0
17/02/2015,BABY CARE,0,0
17/02/2015,BEAUTY,0,0
17/02/2015,BEVERAGES,318,0
17/02/2015,BOOKS,0,0
17/02/2015,BREAD/BAKERY,108.341,1
17/02/2015,CELEBRATION,0,0
17/02/2015,CLEANING,189,4
17/02/2015,DAIRY,234,5
17/02/2015,DELI,41.772,2
17/02/2015,EGGS,67,0
17/02/2015,FROZEN FOODS,21,1
17/02/2015,GROCERY I,597,4
17/02/2015,GROCERY II,13,0
17/02/2015,HARDWARE,0,0
17/02/2015,HOME AND KITCHEN I,4,0
17/02/2015,HOME AND KITCHEN II,5,0
17/02/2015,HOME APPLIANCES,0,0
17/02/2015,HOME CARE,0,0
17/02/2015,LADIESWEAR,0,0
17/02/2015,LAWN AND GARDEN,4,0
17/02/2015,LINGERIE,1,0
17/02/2015,"LIQUOR,WINE,BEER",0,0
17/02/2015,MAGAZINES,0,0
17/02/2015,MEATS,63.248,0
17/02/2015,PERSONAL CARE,46,0
17/02/2015,PET SUPPLIES,0,0
17/02/2015,PLAYERS AND ELECTRONICS,0,0
17/02/2015,POULTRY,105.867,1
17/02/2015,PREPARED FOODS,21,0
17/02/2015,PRODUCE,3,0
17/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
17/02/2015,SEAFOOD,15.334,0
18/02/2015,AUTOMOTIVE,4,0
18/02/2015,BABY CARE,0,0
18/02/2015,BEAUTY,7,1
18/02/2015,BEVERAGES,1103,1
18/02/2015,BOOKS,0,0
18/02/2015,BREAD/BAKERY,473.045,0
18/02/2015,CELEBRATION,0,0
18/02/2015,CLEANING,772,4
18/02/2015,DAIRY,787,1
18/02/2015,DELI,138.661,0
18/02/2015,EGGS,184,0
18/02/2015,FROZEN FOODS,110,1
18/02/2015,GROCERY I,2491,4
18/02/2015,GROCERY II,23,0
18/02/2015,HARDWARE,0,0
18/02/2015,HOME AND KITCHEN I,15,0
18/02/2015,HOME AND KITCHEN II,14,0
18/02/2015,HOME APPLIANCES,0,0
18/02/2015,HOME CARE,0,0
18/02/2015,LADIESWEAR,0,0
18/02/2015,LAWN AND GARDEN,2,1
18/02/2015,LINGERIE,7,0
18/02/2015,"LIQUOR,WINE,BEER",124,0
18/02/2015,MAGAZINES,0,0
18/02/2015,MEATS,274.901,0
18/02/2015,PERSONAL CARE,167,0
18/02/2015,PET SUPPLIES,0,0
18/02/2015,PLAYERS AND ELECTRONICS,0,0
18/02/2015,POULTRY,300.224,0
18/02/2015,PREPARED FOODS,92.063,0
18/02/2015,PRODUCE,2,1
18/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
18/02/2015,SEAFOOD,32.487,0
19/02/2015,AUTOMOTIVE,2,0
19/02/2015,BABY CARE,0,0
19/02/2015,BEAUTY,1,0
19/02/2015,BEVERAGES,685,0
19/02/2015,BOOKS,0,0
19/02/2015,BREAD/BAKERY,386.796,0
19/02/2015,CELEBRATION,0,0
19/02/2015,CLEANING,673,0
19/02/2015,DAIRY,579,1
19/02/2015,DELI,113.074,1
19/02/2015,EGGS,140,0
19/02/2015,FROZEN FOODS,112,0
19/02/2015,GROCERY I,1815,1
19/02/2015,GROCERY II,18,0
19/02/2015,HARDWARE,0,0
19/02/2015,HOME AND KITCHEN I,2,0
19/02/2015,HOME AND KITCHEN II,5,0
19/02/2015,HOME APPLIANCES,0,0
19/02/2015,HOME CARE,0,0
19/02/2015,LADIESWEAR,0,0
19/02/2015,LAWN AND GARDEN,0,0
19/02/2015,LINGERIE,5,0
19/02/2015,"LIQUOR,WINE,BEER",82,0
19/02/2015,MAGAZINES,0,0
19/02/2015,MEATS,311.658,1
19/02/2015,PERSONAL CARE,153,0
19/02/2015,PET SUPPLIES,0,0
19/02/2015,PLAYERS AND ELECTRONICS,0,0
19/02/2015,POULTRY,209.714,1
19/02/2015,PREPARED FOODS,79.312,0
19/02/2015,PRODUCE,1,0
19/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
19/02/2015,SEAFOOD,34.932,0
20/02/2015,AUTOMOTIVE,0,0
20/02/2015,BABY CARE,0,0
20/02/2015,BEAUTY,2,0
20/02/2015,BEVERAGES,1135,0
20/02/2015,BOOKS,0,0
20/02/2015,BREAD/BAKERY,467.733,1
20/02/2015,CELEBRATION,0,0
20/02/2015,CLEANING,811,0
20/02/2015,DAIRY,780,1
20/02/2015,DELI,221.729,50
20/02/2015,EGGS,202,28
20/02/2015,FROZEN FOODS,159,1
20/02/2015,GROCERY I,2563,5
20/02/2015,GROCERY II,16,0
20/02/2015,HARDWARE,0,0
20/02/2015,HOME AND KITCHEN I,29,0
20/02/2015,HOME AND KITCHEN II,8,0
20/02/2015,HOME APPLIANCES,2,0
20/02/2015,HOME CARE,0,0
20/02/2015,LADIESWEAR,0,0
20/02/2015,LAWN AND GARDEN,7,0
20/02/2015,LINGERIE,16,0
20/02/2015,"LIQUOR,WINE,BEER",175,0
20/02/2015,MAGAZINES,0,0
20/02/2015,MEATS,634.997,43
20/02/2015,PERSONAL CARE,134,0
20/02/2015,PET SUPPLIES,0,0
20/02/2015,PLAYERS AND ELECTRONICS,0,0
20/02/2015,POULTRY,422.812,32
20/02/2015,PREPARED FOODS,116.04,1
20/02/2015,PRODUCE,3,0
20/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
20/02/2015,SEAFOOD,45.016,7
21/02/2015,AUTOMOTIVE,3,0
21/02/2015,BABY CARE,0,0
21/02/2015,BEAUTY,1,0
21/02/2015,BEVERAGES,1235,0
21/02/2015,BOOKS,0,0
21/02/2015,BREAD/BAKERY,389.07,2
21/02/2015,CELEBRATION,0,0
21/02/2015,CLEANING,605,0
21/02/2015,DAIRY,828,1
21/02/2015,DELI,158.752,2
21/02/2015,EGGS,189,0
21/02/2015,FROZEN FOODS,140,1
21/02/2015,GROCERY I,2467,3
21/02/2015,GROCERY II,15,0
21/02/2015,HARDWARE,2,0
21/02/2015,HOME AND KITCHEN I,10,0
21/02/2015,HOME AND KITCHEN II,8,0
21/02/2015,HOME APPLIANCES,1,0
21/02/2015,HOME CARE,0,0
21/02/2015,LADIESWEAR,0,0
21/02/2015,LAWN AND GARDEN,2,0
21/02/2015,LINGERIE,9,0
21/02/2015,"LIQUOR,WINE,BEER",196,0
21/02/2015,MAGAZINES,0,0
21/02/2015,MEATS,310.467,0
21/02/2015,PERSONAL CARE,170,0
21/02/2015,PET SUPPLIES,0,0
21/02/2015,PLAYERS AND ELECTRONICS,0,0
21/02/2015,POULTRY,321.607,0
21/02/2015,PREPARED FOODS,104.781,0
21/02/2015,PRODUCE,10,0
21/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
21/02/2015,SEAFOOD,38.508,0
22/02/2015,AUTOMOTIVE,6,0
22/02/2015,BABY CARE,0,0
22/02/2015,BEAUTY,1,0
22/02/2015,BEVERAGES,490,0
22/02/2015,BOOKS,0,0
22/02/2015,BREAD/BAKERY,178.742,0
22/02/2015,CELEBRATION,0,0
22/02/2015,CLEANING,235,0
22/02/2015,DAIRY,310,0
22/02/2015,DELI,75.678,2
22/02/2015,EGGS,93,0
22/02/2015,FROZEN FOODS,50,0
22/02/2015,GROCERY I,1076,0
22/02/2015,GROCERY II,1,0
22/02/2015,HARDWARE,0,0
22/02/2015,HOME AND KITCHEN I,9,0
22/02/2015,HOME AND KITCHEN II,11,0
22/02/2015,HOME APPLIANCES,1,0
22/02/2015,HOME CARE,0,0
22/02/2015,LADIESWEAR,0,0
22/02/2015,LAWN AND GARDEN,6,0
22/02/2015,LINGERIE,4,0
22/02/2015,"LIQUOR,WINE,BEER",1,0
22/02/2015,MAGAZINES,0,0
22/02/2015,MEATS,103.235,0
22/02/2015,PERSONAL CARE,80,0
22/02/2015,PET SUPPLIES,0,0
22/02/2015,PLAYERS AND ELECTRONICS,0,0
22/02/2015,POULTRY,124.823,0
22/02/2015,PREPARED FOODS,52.523,0
22/02/2015,PRODUCE,8,0
22/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
22/02/2015,SEAFOOD,15.074,0
23/02/2015,AUTOMOTIVE,2,0
23/02/2015,BABY CARE,0,0
23/02/2015,BEAUTY,2,0
23/02/2015,BEVERAGES,984,0
23/02/2015,BOOKS,0,0
23/02/2015,BREAD/BAKERY,402.621,0
23/02/2015,CELEBRATION,0,0
23/02/2015,CLEANING,789,0
23/02/2015,DAIRY,685,1
23/02/2015,DELI,203.344,0
23/02/2015,EGGS,164,0
23/02/2015,FROZEN FOODS,105,0
23/02/2015,GROCERY I,2387,4
23/02/2015,GROCERY II,28,0
23/02/2015,HARDWARE,0,0
23/02/2015,HOME AND KITCHEN I,11,0
23/02/2015,HOME AND KITCHEN II,9,0
23/02/2015,HOME APPLIANCES,0,0
23/02/2015,HOME CARE,0,0
23/02/2015,LADIESWEAR,0,0
23/02/2015,LAWN AND GARDEN,5,0
23/02/2015,LINGERIE,8,0
23/02/2015,"LIQUOR,WINE,BEER",94,0
23/02/2015,MAGAZINES,0,0
23/02/2015,MEATS,293.522,0
23/02/2015,PERSONAL CARE,155,0
23/02/2015,PET SUPPLIES,0,0
23/02/2015,PLAYERS AND ELECTRONICS,0,0
23/02/2015,POULTRY,351.697,1
23/02/2015,PREPARED FOODS,63,0
23/02/2015,PRODUCE,0,0
23/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
23/02/2015,SEAFOOD,27.369,0
24/02/2015,AUTOMOTIVE,2,0
24/02/2015,BABY CARE,0,0
24/02/2015,BEAUTY,2,0
24/02/2015,BEVERAGES,965,1
24/02/2015,BOOKS,0,0
24/02/2015,BREAD/BAKERY,417.455,1
24/02/2015,CELEBRATION,0,0
24/02/2015,CLEANING,699,0
24/02/2015,DAIRY,667,2
24/02/2015,DELI,151.002,1
24/02/2015,EGGS,151,0
24/02/2015,FROZEN FOODS,84,0
24/02/2015,GROCERY I,2110,3
24/02/2015,GROCERY II,21,0
24/02/2015,HARDWARE,0,0
24/02/2015,HOME AND KITCHEN I,16,0
24/02/2015,HOME AND KITCHEN II,5,0
24/02/2015,HOME APPLIANCES,0,0
24/02/2015,HOME CARE,0,0
24/02/2015,LADIESWEAR,0,0
24/02/2015,LAWN AND GARDEN,5,0
24/02/2015,LINGERIE,9,0
24/02/2015,"LIQUOR,WINE,BEER",134,0
24/02/2015,MAGAZINES,0,0
24/02/2015,MEATS,243.509,0
24/02/2015,PERSONAL CARE,133,0
24/02/2015,PET SUPPLIES,0,0
24/02/2015,PLAYERS AND ELECTRONICS,0,0
24/02/2015,POULTRY,254.318,0
24/02/2015,PREPARED FOODS,57.399002,0
24/02/2015,PRODUCE,2,0
24/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
24/02/2015,SEAFOOD,28.501999,0
25/02/2015,AUTOMOTIVE,2,0
25/02/2015,BABY CARE,0,0
25/02/2015,BEAUTY,2,0
25/02/2015,BEVERAGES,990,0
25/02/2015,BOOKS,0,0
25/02/2015,BREAD/BAKERY,443.868,0
25/02/2015,CELEBRATION,0,0
25/02/2015,CLEANING,886,1
25/02/2015,DAIRY,730,2
25/02/2015,DELI,168.507,2
25/02/2015,EGGS,165,0
25/02/2015,FROZEN FOODS,165,0
25/02/2015,GROCERY I,2347,6
25/02/2015,GROCERY II,57,0
25/02/2015,HARDWARE,6,0
25/02/2015,HOME AND KITCHEN I,40,0
25/02/2015,HOME AND KITCHEN II,6,0
25/02/2015,HOME APPLIANCES,0,0
25/02/2015,HOME CARE,0,0
25/02/2015,LADIESWEAR,0,0
25/02/2015,LAWN AND GARDEN,18,2
25/02/2015,LINGERIE,8,0
25/02/2015,"LIQUOR,WINE,BEER",93,0
25/02/2015,MAGAZINES,0,0
25/02/2015,MEATS,319.277,0
25/02/2015,PERSONAL CARE,175,0
25/02/2015,PET SUPPLIES,0,0
25/02/2015,PLAYERS AND ELECTRONICS,0,0
25/02/2015,POULTRY,379.83398,0
25/02/2015,PREPARED FOODS,96.915,0
25/02/2015,PRODUCE,4,1
25/02/2015,SCHOOL AND OFFICE SUPPLIES,0,0
25/02/2015,SEAFOOD,44.612,0
26/02/2015,AUTOMOTIVE,0,0
